id,fecha,hora,ruta,operador,nro_vuelo,tipo_aeronave,registro,cn_ln,total_a_bordo,cantidad_de_fallecidos,fallecidos_en_tierra
1402,1953-06-15,00:00:00,"Near Reo Copiapo, Chile",LAN Chile,NaN,Lockheed 18 Loadstar,CC-CLD-0100,2617,7.0,7.0,0.0
1403,1953-06-16,00:00:00,"Mount Phou-Lassy, French Indo-China",Aigle Azur,NaN,Douglas DC-3,F-BEST,19100,34.0,34.0,0.0
1404,1953-06-17,22:00:00,"Sao Paulo, Brazil",Panair do Brasil,NaN,Lockheed 049-46-21 Constellation,PP-PDA,2066,17.0,17.0,0.0
1405,1953-06-18,16:34:00,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,NaN,Douglas C-124A Globemaster II,51-137A,43471,129.0,129.0,0.0
1406,1953-07-12,08:41:00,"Pacific Ocean, 325 miles east of Wake Island",Transocean Air Lines,512,Douglas DC-6A,N90806,42901/153,58.0,58.0,0.0
1407,1953-07-17,23:15:00,"Near Milton, Florida",Military - U.S. Navy,NaN,Fairchild R4Q-2,131663,10830,46.0,44.0,0.0
1408,1953-07-27,12:30:00,"Near Kanggye, North Korea",Aeroflot,NaN,Ilyushin IL-12,NaN,NaN,21.0,21.0,0.0
1409,1953-08-03,02:28:00,"Off Fethiye Point, Turkey",Air France,NaN,Lockheed L- 749A Constellation,F-BAZS,2628,42.0,4.0,0.0
1410,1953-08-03,22:37:00,"Sharjah, United Arab Emirates",Orient Airways,NaN,Douglas DC-3,AP-AAD,9143,25.0,1.0,0.0
1411,1953-08-05,00:00:00,Off Irish coast,Military - U.S. Air Force,NaN,Convair B-36,52-1369,303,23.0,19.0,0.0
1412,1953-08-18,00:00:00,"Near San Diego, California",Aerovias Contreras,NaN,Curtiss C-46A,XA-GOT,26403,2.0,2.0,0.0
1413,1953-09-01,23:30:00,"Near Barcelonnette, France",Air France,NaN,Lockheed 749A Constellation,F-BAZZ,2674,42.0,42.0,0.0
1414,1953-09-01,18:42:00,"Vail, Washington",Regina Cargo Airlines,NaN,Douglas DC-3,N19941,6333,21.0,21.0,0.0
1415,1953-09-08,13:16:00,"San Andres, Honduras",TACA,NaN,Douglas C-47A,XH-TAR,13817/25262,3.0,3.0,0.0
1416,1953-09-14,00:00:00,"Chablekal, Mexico",Transportes Aéreos Mexicanos,NaN,Douglas C-47A,XA-GIC,13113,2.0,1.0,0.0
1417,1953-09-16,08:34:00,"Albany, New York",American Airlines,723,Convair CV-240-0,N94255,116,28.0,28.0,0.0
1418,1953-09-25,10:10:00,"Ankara, Turkey",Devlet Hava Yollari,NaN,Douglas DC-3,TC-EGE,9694,21.0,5.0,0.0
1419,1953-09-28,16:18:00,"Louisville, Kentucky",Resort Airlines,NaN,Curtiss C-46F-1-CU,N66534,22384,41.0,25.0,0.0
1420,1953-10-14,14:54:00,"Frankfurt, Germany",Sabena,NaN,Convair CV-240-12,OO-AWQ,154,44.0,44.0,0.0
1421,1953-10-17,00:00:00,"Lai Chau, Vietnam",Compagnie Sila,NaN,Douglas C-47B,F-VNAE,25591,7.0,2.0,0.0
1422,1953-10-19,00:56:00,"New York City, New York",Eastern Air Lines,627,Lockheed 749A Constellation,N119A,2616,27.0,2.0,0.0
1423,1953-10-19,07:10:00,"Near Monterrey, Mexico",Aerovias Contreras,NaN,Douglas C-46A-CU ( DC-3),XA-GOT,26403,21.0,21.0,0.0
1424,1953-10-27,11:18:00,"Near Magadan, Russia",Aeroflot,783,Ilyushin IL-12,L1765,93013102,32.0,22.0,
1425,1953-10-29,08:44:00,"Near Half Moon Bay, California",British Commonwealth Pacific Airlines,304/44,Douglas DC-6,VH-BPE,43125/131,19.0,19.0,0.0
1426,1953-10-31,00:30:00,"Kharkov. Ukraine, Russia",Aeroflot,270,Li-2,L4732,18432509,16.0,15.0,0.0
1427,1953-11-03,00:00:00,"Tarabuco, Bolivia",Lloyd Aereo Boliviano,NaN,Douglas DC-3,CP-600,2181,28.0,28.0,0.0
1428,1953-11-11,17:30:00,"Off Argyll, Scotland",Military - Royal Air Force,NaN,Avro Shackleton MR-2,WL746,NaN,10.0,10.0,0.0
1429,1953-12-04,17:00:00,"Near Guaderrama, Spain",Aviaco,NaN,Bristol 170 Freighter 21,EC-AEG,12797,33.0,23.0,0.0
1430,1953-12-12,03:25:00,"Nagpur, India",Indian Airlines,NaN,Douglas DC-3,VT-CHF,11810,14.0,13.0,0.0
1431,1953-12-15,00:00:00,"Tecpan Mt., Guatemala",Aviateca,NaN,Curtiss C-46D,TG-AQA,33589,2.0,2.0,0.0
1432,1953-12-15,00:00:00,"Near Cairo, Egypt",Misair,NaN,VC-Viking,SU-AFK,213,6.0,6.0,
1433,1953-12-17,06:50:00,"Guam, Mariana Islands",Military - U.S. Air Force,NaN,Boeing B-29,44-87741,NaN,16.0,11.0,8.0
1434,1953-12-19,18:55:00,"Zurich, Switzerland",Sabena,NaN,Convair CV-240,OO-AWO,128,44.0,1.0,0.0
1435,1953-12-21,00:00:00,"Dah-el-Kadeeb, Syria",Syrian Airways,NaN,Douglas DC-3,YK-AAF,TDB,15.0,9.0,0.0
1436,1954-01-02,00:00:00,"Herat, Afghanistan",Ariana Afghan Airlines,NaN,Douglas DC-3,NaN,NaN,21.0,21.0,0.0
1437,1954-01-05,00:00:00,"Lapseki, Turkey",Devlet Hava Yollari,NaN,Douglas DC-3,TC-BAG,19616,10.0,4.0,0.0
1438,1954-01-06,17:20:00,"Near Aldbury, England",Military -Royal Air Force,NaN,Vickers Valetta,WJ474,599,17.0,16.0,0.0
1439,1954-01-10,11:05:00,"Off Elba, Italy",British Overseas Airways,781,de Havilland DH106 Comet 1,G-ALYP,06003,35.0,35.0,0.0
1440,1954-01-11,06:15:00,"Manizales, Colombia",AVIANCA,NaN,Douglas DC-3,HK-160,19540,21.0,21.0,0.0
1441,1954-01-12,13:55:00,"Prague, Czech Republic",Czech Airlines,NaN,Douglas C-47 Skytrain (DC-3),OK-WDS,11854,18.0,13.0,0.0
1442,1954-01-13,00:00:00,"Signal Hill, California",Military - U.S. Air Force,NaN,F-88 Sabre Jet,NaN,NaN,1.0,1.0,6.0
1443,1954-01-14,11:50:00,"Rome, Italy",Philippine Air Lines,NaN,Douglas DC-6,PI-C294,42903/150,16.0,16.0,0.0
1444,1954-01-20,07:08:00,"Kansas City, Missouri",Zantop Air Transport,NaN,Douglas DC-3A,N49551,4940,3.0,3.0,0.0
1445,1954-02-01,13:50:00,"Off Hokkaido, Japan",Military - U.S. Air Force,NaN,Curtiss-Wright C46D-CU,44-78027A,33423,35.0,35.0,0.0
1446,1954-02-05,00:00:00,"Susitna Valley, Alaska",Military - U.S. Air Force,NaN,Douglas C-47,5895,NaN,16.0,10.0,0.0
1447,1954-02-12,00:00:00,"Off Gozo, Malta",Military - Royal Air Force,NaN,Avro Shackleton MR-2,WL794,NaN,10.0,10.0,0.0
1448,1954-02-25,11:00:00,"New Delhi, India",Indian Airlines,NaN,Douglas DC-3,VT-ATU,20358,3.0,3.0,0.0
1449,1954-02-26,10:32:00,"Wright, Wyoming",Western Airlines,314,Convair CV-240,N8407H,37,9.0,9.0,0.0
1450,1954-03-04,14:30:00,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,NaN,Douglas C-47A-DL,42-24096A,9958,20.0,20.0,0.0
1451,1954-03-13,00:00:00,"Dien Bien Phu, South Vietnam",Aigle Azur,NaN,C-46,NaN,NaN,,,
1452,1954-03-13,14:34:00,"Kallang Airport, Singapore",British Overseas Airways,NaN,Lockheed 749A-79-33 Constellation,G-ALAM,2554,40.0,33.0,0.0
1453,1954-03-14,04:20:00,"Off Mackay, Australia",Queensland Airlines,NaN,Douglas C-47A,VH-BBV,12360,2.0,2.0,0.0
1454,1954-03-19,22:30:00,"Near Lothian, Maryland",Military - U.S. Air Force,NaN,Fairchild C-110F,51-7993,10732,18.0,18.0,0.0
1455,1954-03-26,00:00:00,"Monterrey, Mexico",Aeronaves de Mexico,NaN,Douglas DC-3,XA-GUN,7358,18.0,18.0,0.0
1456,1954-04-03,13:40:00,"Kabassaak, Turkey",Devlet Hava Yollari,NaN,Douglas DC-3,TC-ARK,19509,25.0,25.0,0.0
1457,1954-04-04,00:00:00,"Hanoi, Vietnam",Autrex,NaN,Douglas C-54A,F-BFGQ,10341,4.0,4.0,0.0
1458,1954-04-08,20:04:00,"Off Stromboli, Italy","South African Airways, leased from British Overseas Airways",201,de Havilland DH106 Comet 1,G-ALYY,06011,21.0,21.0,0.0
1459,1954-04-08,10:03:00,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,9,Canadair C-4-1 Northstar / Harvard Mark II,CF-TFW/RCAF3309,150,36.0,36.0,1.0
1460,1954-04-13,13:10:00,"Batuco, Chile",LAN,NaN,Douglas DC-3,956,4470,14.0,14.0,0.0
1461,1954-04-13,00:00:00,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,NaN,Lockheed 18 Lodestar,F-OALK,2603,23.0,16.0,0.0
1462,1954-04-23,21:25:00,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,NaN,Douglas DC-3,LV-ACX,12387,25.0,25.0,0.0
1463,1954-04-30,09:18:00,"Near Calcutta, India",Darbhanga Aviation,NaN,Douglas C-47A-30-DK,VT-DEM,13792,11.0,5.0,0.0
1464,1954-05-22,09:23:00,"Paraparaumu, New Zealand",New Zealand National Airways,NaN,Douglas DC-3,ZK-AQT,15948/32696,28.0,3.0,0.0
1465,1954-05-31,00:00:00,"Cipo Mountain, Brazil",Transportes Aereos Nacionales,NaN,Douglas DC-3,PP-ANO,19830,19.0,19.0,0.0
1466,1954-06-03,00:00:00,"Near Maribor, Slovenia",Sabena,NaN,Douglas C-47A,OO-CBY,11982,4.0,1.0,0.0
1467,1954-06-04,11:00:00,"Sao Paulo, Brazil",Varig,NaN,Curtiss C-46A,PP-VBZ,30400,3.0,3.0,0.0
1468,1954-06-08,00:00:00,"Da Nang, Vietnam",Soc. de Tr. Aériens d'Extrême Orient,NaN,Douglas C-47-DL,F-BCCL,4464,4.0,4.0,0.0
1469,1954-06-19,23:00:00,"Off Folkestone, England",Swissair,NaN,Convair CV-240-4,HB-IRW,61,9.0,3.0,0.0
1470,1954-07-02,12:00:00,"Near Salvador, Brazil",Military - Brazilian Air Force,NaN,Lockheed C-28,C-28-2901,NaN,24.0,24.0,0.0
1471,1954-07-23,08:45:00,"Off Hainan Island, China",Cathay Pacific Airways,NaN,Douglas DC-4,VR-HEU,10310,18.0,10.0,0.0
1472,1954-08-08,15:40:00,"Near McGrath, Alaska",Alaska Airlines,NaN,Douglas DC-2,N91008,13977/25422,2.0,2.0,0.0
1473,1954-08-09,02:40:00,"Terceira Island, Azores, Portugal",AVIANCA,NaN,Lockheed 749A-79 Constellation,HK-163,2664,30.0,30.0,0.0
1474,1954-08-12,00:00:00,Vietnam,Autrex,NaN,Douglas DC-3,F-BSGS,NaN,3.0,3.0,0.0
1475,1954-08-16,00:00:00,"Near Pakse, Laos",Air Vietnam (South Vietnam),NaN,Bristol 170 Freighter 21E,F-VNAI,12809,55.0,47.0,0.0
1476,1954-08-22,17:03:00,"Near Mason City, Iowa",Braniff Airlines,152,Douglas DC-3,N61451,4630,19.0,12.0,0.0
1477,1954-08-23,11:35:00,"Off IJuuiden, North Sea",KLM Royal Dutch Airlines,NaN,Douglas DC-6B,PH-DFO,43556/257,21.0,21.0,0.0
1478,1954-08-26,10:50:00,"Sakhalin Oblast, Russia",Aeroflot,971,Lisunov LI-2,CCCP-L4679,6803,27.0,26.0,1.0
1479,1954-08-27,22:11:00,"Near Rapid City, South Dekota",Military - U.S. Air Force,NaN,Convair RB-36H,51-13722,NaN,27.0,26.0,0.0
1480,1954-09-05,02:39:00,"Foynes, Ireland",KLM Royal Dutch Airlines,633,Lockheed 1049C-55-81 S Constellation,PH-LKY,4509,56.0,28.0,0.0
1481,1954-09-12,20:08:00,"Off Rio de Janeiro, Brazil",Cruzeiro,NaN,Douglas DC-3,PP-CDJ,19278,26.0,6.0,0.0
1482,1954-09-15,00:00:00,"Cairo, Egypt",Misrair,NaN,Vickers 634 Viking,SU-AFO,212,4.0,3.0,0.0
1483,1954-09-27,00:57:00,"Novosibirsk, Russia",Aeroflot,10,Ilyushin IL-12,CCCP-L1365,30 086,29.0,29.0,0.0
1484,1954-10-24,17:50:00,"Near Nice, Italy",Military - U.S. Air Force,NaN,Douglas C-47A-DL,43-16044,20510,21.0,21.0,0.0
1485,1954-10-28,00:10:00,"Krasnoyarsk Territory, Russia",Aeroflot,136,Ilyushin IL -12,CCCP-L1789,93013206,16.0,16.0,0.0
1486,1954-10-30,01:00:00,"Off Ocean City, Maryland",Military - U.S. Navy,57,Lockheed R7V-1,128441,4108,42.0,42.0,0.0
1487,1954-10-31,15:10:00,"Mangalore, Australia",TAA,NaN,Vickers 720 Viscount,VH-TVA,44,8.0,3.0,0.0
1488,1954-11-16,00:00:00,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),NaN,Douglas DC-3,FAP-403,NaN,24.0,24.0,0.0
1489,1954-11-30,11:15:00,"Berlin, New Hampshire",Northeast Airlines,792,Douglas DC-3,N17891,11745,7.0,2.0,0.0
1490,1954-12-04,00:00:00,"Near Luang Pragang, Laos",Air Laos,NaN,Douglas DC-3,F-BEIA,19211,29.0,29.0,0.0
1491,1954-12-12,23:04:00,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,NaN,Douglas C-47A,OK-WDK,12549,4.0,4.0,0.0
1492,1954-12-18,14:00:00,"New York, New York",Linee Aeree Italiane,451,Douglas DC-6B,I-LINE,44418/487,32.0,26.0,0.0
1493,1954-12-18,00:00:00,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,NaN,Douglas C-47A,YV-C-AMP,19292,2.0,2.0,0.0
1494,1954-12-22,23:00:00,"Pittsburgh, Pennsylvania",Johnson Flying Service,4844-C,Douglas DC-3,N24320,20197,28.0,10.0,0.0
1495,1954-12-25,00:00:00,"Prestwick, Ayrshire, Scotland",British Overseas Airways,NaN,Boeing B377-10-28 Stratocruiser,G-ALSA,15943,36.0,28.0,0.0
1496,1954-12-31,00:00:00,"Irkutsk, Russia",Aeroflot,NaN,Ilyushin II-14,NaN,NaN,17.0,17.0,0.0
1497,1955-01-01,00:00:00,"Near Anchorage, Alaska",Military - US Air Force,NaN,Douglas C47,NaN,NaN,12.0,12.0,0.0
1498,1955-01-11,21:00:00,"Off Skellings, Ireland",Military -Royal Air Force,NaN,Avro Shackleton M-2 / Avro Shakleton M-2,WG531 / Wl743,NaN,18.0,18.0,0.0
1499,1955-01-12,09:05:00,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,NaN,Martin 202A / DC-3,N93211/N999B,14081 / 4255,15.0,15.0,0.0
1500,1955-01-15,00:05:00,"London, Ontario, Canada",Ontario Hydro,NaN,Grumman G-73 Mallard,CF-GEU,NaN,5.0,1.0,0.0
1501,1955-01-19,16:25:00,"Des Moines, Iowa",United Air Lines,329,Convair CV-340,N73154,180,39.0,0.0,0.0
1502,1955-01-31,00:00:00,"Lapadrera, Colombia",Interamericana de Aviacion,NaN,Consolidated PBY-5 Catalina,HK-1000E,NaN,5.0,5.0,0.0
1503,1955-02-02,03:50:00,"Nagpur, India",Indian Airlines,NaN,Douglas DC-3,VT-CVB,13037,10.0,10.0,0.0
1504,1955-02-05,10:04:00,"Near Calabar, Nigeria",West African Airways,NaN,Bristol 170 Freighter 21E,VR-NAD,12779,13.0,13.0,0.0
1505,1955-02-13,19:53:00,"Abruzzio Mountains, Italy",Sabena,NaN,Douglas DC-6,OO-SDB,43063/60,29.0,29.0,0.0
1506,1955-02-19,07:31:00,"Albuquerque, New Mexico",Trans World Airlines,260,Martin 404,N40416,14120,16.0,16.0,0.0
1507,1955-02-23,09:20:00,"Salisbury,  Zimbabwe",Central African Airways,626,Douglas DC-3,VP-YKO,15109/26554,26.0,1.0,0.0
1508,1955-02-26,15:50:00,"Formosa, Argentina",de Havilland Dove,NaN,de Havilland DH.104 Dove,LQ-XWW,04094,7.0,6.0,
1509,1955-03-06,00:00:00,"Vitoria da Conquista, Brazil",REAL,NaN,Douglas DC-3,PP-YPZ,11699,21.0,5.0,0.0
1510,1955-03-07,00:00:00,"Near Cuidad de Valles, Mexic",Private,NaN,Lockheed 18 LodeStar,XB-ZEH,NaN,6.0,6.0,
1511,1955-03-08,13:40:00,"Mascota, Mexico",Mexicana,591,Douglas DC-3,XA-DIK,3992,26.0,26.0,0.0
1512,1955-03-09,15:15:00,"Trujillo, Colombia",AVIANCA,NaN,Douglas C-47A,HK-328,20224,8.0,8.0,0.0
1513,1955-03-20,22:36:00,"Springfield, Missouri",American Airlines,711,Convair CV-240-0,N94234,066,35.0,13.0,0.0
1514,1955-03-22,02:03:00,"Oahu, Hawaii",Military - U.S. Navy,NaN,Douglas R6D-1 (C-118B),131612,43715,66.0,66.0,0.0
1515,1955-03-26,11:12:00,Off the Oregon coast,Pan American World Airways,845/26,Boeing 377 Stratocruiser 10-26,N1032V,15932,23.0,4.0,0.0
1516,1955-04-02,00:00:00,"Off Pensacola, Florida",Aaxico Airlines,NaN,Curtiss C-46A,N51424,30430,2.0,2.0,0.0
1517,1955-04-04,15:55:00,"Islip, New York",United Air Lines,NaN,Douglas DC-6,N37512,43001/32,3.0,3.0,0.0
1518,1955-04-11,17:30:00,"Off Great Natuna Island, Sarawak",Air India,NaN,Lockheed 749A Constellation,VT-DEP,2666,19.0,19.0,0.0
1519,1955-04-18,00:00:00,"Kupe Mountains, Cameroons",Union des Transportes Aeriens,NaN,de Havilland DH-114 Heron 1B,F-BGOI,14010,14.0,12.0,0.0
1520,1955-05-18,11:56:00,"Mt. Kilimanjaro, Kenya",East African Airways,NaN,Douglas DC-3,VP-KKH,16820/33568,20.0,20.0,0.0
1521,1955-05-21,00:00:00,"Off Barcelona, Venezuela",Linea Aeropostal Venezolana,NaN,Douglas C-47-DL,YV-C-ALU,4791,16.0,4.0,0.0
1522,1955-05-26,14:27:00,"Edmonton, Alberta, Canada",Associated Airways,NaN,Avro 685 York C-1,CF-HMY,MW237,2.0,2.0,0.0
1523,1955-06-03,00:00:00,"Fort Lamy, Cameroon",Union Aéromaritime de Transport,NaN,Douglas C-54A,F-BFVT,10292,3.0,3.0,0.0
1524,1955-06-16,01:15:00,"Near Asuncion, Paraguay",Panair do Brasil,NaN,Lockheed 049-46-21 Constellation,PP-PDJ,2032,24.0,16.0,0.0
1525,1955-06-18,00:00:00,"Leon, Mexico",Tigres Voladores,NaN,Curtiss C-46,XA-LID,NaN,39.0,18.0,0.0
1526,1955-07-14,15:45:00,"Oaxaca, Mexico",Lineas Areas Unidas,NaN,Douglas DC-2-243,XA-DOB,2088,22.0,22.0,0.0
1527,1955-07-17,06:24:00,"Chicago, Illinois",Braniff Airlines,560,Convair CV-340-32,N3422,071,43.0,22.0,0.0
1528,1955-07-27,07:38:00,"Near Petrich, Bulgaria",El Al,402/46,Lockheed 049 Constellation,4X-AKC,1968,58.0,58.0,0.0
1529,1955-08-04,12:23:00,"Fort Leonard Wood, Missouri",American Airlines,476,Convair CV-240-0,N94221,040,30.0,30.0,0.0
1530,1955-08-05,15:18:00,"Near Voronezh, Russia",Aeroflot,214,Aeroflot,L5057,4340408,25.0,25.0,0.0
1531,1955-08-11,14:20:00,"Near Edelweiler, West Germany",Military - U.S. Air Force / Military - U.S. Air Force,NaN,Fairchild C119G / Fairchild C119G,53-3222/53-7841,11258,67.0,67.0,0.0
1532,1955-08-26,08:00:00,"Caparao Mountain, Brazil",Cruzeiro,NaN,Douglas DC-3,PP-CBY,11692,13.0,13.0,0.0
1533,1955-08-30,00:00:00,"Simra, Nepal",Kalinga Airlines,NaN,Douglas C-47A,VT-AZX,13285,3.0,2.0,0.0
1534,1955-09-02,00:00:00,"Lanywa, Burma (Myanmar)",Union of Burma Airways,NaN,Douglas DC-3,XY-ACQ,12579,12.0,12.0,0.0
1535,1955-09-08,07:57:00,"Burbank, California",Currey Air Transport,24,Douglas DC-3,N74663,6257,33.0,2.0,1.0
1536,1955-09-10,00:00:00,"Near Banyo, Cameroon",Societe France Hydro,NaN,Latecoere 631 (flying boat),F-BDRE,8,16.0,16.0,0.0
1537,1955-09-17,00:50:00,"Near Thorhild, Alberta, Canada",Pacific Western Airlines,NaN,Bristol 170 Freighter 31,CF-GBT,12831,6.0,2.0,0.0
1538,1955-09-22,00:23:00,"Idris, Libya",British Overseas Airways,NaN,Canadair C-4 Argonaut,G-ALHL,158,47.0,15.0,0.0
1539,1955-09-24,20:48:00,"Pacific Ocean (1,000 miles west of Honolulu, HI)",Flying Tiger Line,NaN,Douglas C-54A,N90433,10410,5.0,3.0,0.0
1540,1955-09-29,13:10:00,"Yellowknife, Northwest Territory, Canada",Associated Airways,NaN,Avro 685 York C-1,CF-HMV,NaN,2.0,1.0,0.0
1541,1955-10-02,00:00:00,"Pico Oiriruma-Vinac, Peru",Faucett,NaN,Douglas C54A,OB-PAZ-228,10277,35.0,19.0,0.0
1542,1955-10-06,07:26:00,"Near Centennial, Wyoming",United Air Lines,409,Douglas DC-4,N30062,18389,66.0,66.0,0.0
1543,1955-10-10,15:40:00,"Near Vienna, Austria",JAT Yugoslav Airlines,NaN,Convair CV-340-58,YU-ADC,178,29.0,7.0,0.0
1544,1955-11-01,19:03:00,"Longmont, Colorado",United Air Lines,629,Douglas DC-6B,N37559,43538,44.0,44.0,0.0
1545,1955-11-17,00:00:00,"Near Las Vegas, Nevada",Military - U.S. Air Force,NaN,Douglas MC-54M,44-9068,27294,14.0,14.0,0.0
1546,1955-11-17,23:59:00,"Seattle, Washingon",Peninsular,17K,Douglas C-54,N88852,3123,74.0,28.0,0.0
1547,1955-11-20,18:59:00,"Iwo Jima, Japan",Military - US Air Force,NaN,Douglas C124-DL Globemaster II,51-0149,43483,11.0,10.0,0.0
1548,1955-11-30,22:00:00,"Near Ballico, California",Military - U.S. Air Force,NaN,Boeing RB-52B,52-8716,NaN,10.0,10.0,0.0
1549,1955-12-01,06:57:00,"Belem, Brazil",Cruzeiro,NaN,Douglas DC-3,PP-CCC,15845/32593,6.0,6.0,0.0
1550,1955-12-09,12:07:00,"Khabarovsk Territory, Russia",Aeroflot,976,Li-2,CCCP-L4993,23443306,21.0,21.0,0.0
1551,1955-12-17,20:40:00,"Hollywood, South Carolina",Riddle Airlines,NaN,Curtiss C-46A,N9904F,30262,2.0,2.0,0.0
1552,1955-12-19,00:00:00,"Sao Paulo, Brazil",Cruzeiro Do Sud,NaN,Douglas DC-3,NaN,NaN,26.0,26.0,0.0
1553,1955-12-21,03:43:00,"Jacksonville, Florida",Eastern Air Lines,642,Lockheed 749C-79-12 Constellation,N112A,2533,17.0,17.0,0.0
1554,1956-01-12,03:40:00,"Frederick Henry Bay,  Australia",Ansett ANA,NaN,Douglas C-47,VH-BZA,4651,2.0,1.0,0.0
1555,1956-01-17,00:52:00,"Oreway, Newfoundland, Canada",Quebecair,NaN,Douglas DC-3,CF-GVZ,15552/26997,18.0,4.0,0.0
1556,1956-01-18,14:49:00,"Torysa, Czechoslovakia",Ceskoslovenske Aerolinie,NaN,Douglas DC-3,OK-WDZ,9385,26.0,22.0,0.0
