id,fecha,hora,ruta,operador,nro_vuelo,tipo_aeronave,registro,cn_ln,total_a_bordo,cantidad_de_fallecidos,fallecidos_en_tierra
2965,1978-03-25,06:55:00,"Okaraba, Burma",Burma Airways,NaN,Fokker F-27 Friendship 200,XY-ADK,10235,48.0,48.0,0.0
2966,1978-04-04,23:20:00,"Off Galveston, Texas",Air Logistics,NaN,Bell 212,N140AL,NaN,6.0,3.0,0.0
2967,1978-04-05,16:45:00,"St. Thomas, Virgin Islands",Antilles Air,NaN,Grumman G-21,N877A,1152,9.0,2.0,0.0
2968,1978-04-20,22:17:00,"Near Murmansk, Russia",Korean Airlines,902,Boeing B-707-321B,HL-7429,19363/623,109.0,2.0,0.0
2969,1978-04-29,00:00:00,"Bogota, Colombia",LAC Colombia,NaN,Douglas C-118A,HK-1705,43565/243,12.0,8.0,0.0
2970,1978-05-08,21:20:00,"Pensacola, Florida",National Airlines,193,Boeing B-727-235,N4744,19464,58.0,3.0,0.0
2971,1978-05-19,13:32:00,"Pochinok, Russia",Aeroflot,6709,Tupolev TU-154B,CCCP-85169,76A-169,134.0,4.0,0.0
2972,1978-06-23,00:00:00,"Saint John's, Newfoundland",Gander Aviation,NaN,Beech Queen Air A80,C-GGAL,LD-233,10.0,10.0,0.0
2973,1978-06-26,00:00:00,"Off Bergen, Norway",Helikopter Service,NaN,Sikorsky S-61N,LN-OQS,NaN,18.0,18.0,0.0
2974,1978-06-26,08:08:00,"Toronto, Canada",Air Canada,189,McDonnell Douglas DC-9-32,C-FTLV,47179/289,107.0,2.0,0.0
2975,1978-08-14,00:00:00,"Sogamoso, Bolivia",Aeropeca,NaN,Curtiss C-46,HK-1350,22557,18.0,18.0,0.0
2976,1978-08-26,00:00:00,"Papun, Burma",Burma Airways,NaN,de Havilland Canada DHC-6 Twin Otter 300,XY-AEI,541,14.0,14.0,0.0
2977,1978-08-30,07:47:00,"Las Vegas, Nevada",Las Vegas Airlines,NaN,Piper PA-31-350 Chieftain,N44LV,NaN,10.0,10.0,0.0
2978,1978-09-03,00:00:00,"Conakry, Guinea",Air Guinee,NaN,Ilyushin IL-18,3X-GAX,187009803,17.0,15.0,0.0
2979,1978-09-03,00:00:00,"Coal Harbour, BC, Canada",AirWest Airlines,NaN,de havilland Canada Twin Otter 200,C-FAIV,215,13.0,11.0,0.0
2980,1978-09-03,17:30:00,"Near Kariba, Rhodesia (Zimbabwe)",Air Rhodesia,825,Vickers Viscount 782D,VP-WAS,297,56.0,38.0,0.0
2981,1978-09-09,14:47:00,"Wrangell, Alaska",Temesco Helicopter - Air Taxi,NaN,Soloy 12EJ3,N5384V,NaN,3.0,3.0,0.0
2982,1978-09-09,00:00:00,"Near Mexico City, Mexico",Lineas Areas del Centro,NaN,de Havilland Canada DHC-6 Twin Otter 100,XA-BOP,18,21.0,18.0,0.0
2983,1978-09-13,11:30:00,"Whittier, AK",Alaska Travel,NaN,de Havilland DHC-2,N37741,0269,6.0,6.0,0.0
2984,1978-09-14,14:50:00,"Paranaque, Philippines",Philippine Air Force,NaN,Fokker F-27 Friendship 200,PH-FKY,10328,28.0,21.0,12.0
2985,1978-09-25,09:02:00,"San Diego, California",Pacific Southwest Airlines / Private,182,Boeing B-727-214 / Cessna 172,N533PS/N7711G,19688/589 / ?,137.0,137.0,7.0
2986,1978-10-03,00:00:00,"Near Kuopio, Finland",Military - Finish Air Force,NaN,Douglas C-47A-1-DK,DO-10,12050,15.0,15.0,0.0
2987,1978-10-03,00:00:00,"Near Mandalay, Myanmar",Burma Airways,NaN,Fokker F-27 Friendship 600,XY-ADY,10572,44.0,2.0,0.0
2988,1978-10-06,00:00:00,"Santiago de Chile, Chile",Military - US Navy,NaN,Douglas R6D-1 (DC-6),131618,43721/375,18.0,18.0,
2989,1978-10-07,00:00:00,"Sverdlovsk, Russia",Aeroflot,NaN,Yakovlev YAK-40,CCCP-87437,9431335,38.0,38.0,0.0
2990,1978-10-08,09:25:00,"Kenai, Alaska",Era Helicopter - Air Taxi,NaN,Bell 205-1,N2215W,NaN,7.0,2.0,0.0
2991,1978-10-22,00:00:00,"Off Bellona, Solomon Islands",Solomon Islands Airlines,NaN,Britten Norman BN-2A Trislander,H4-AAC,0613,11.0,11.0,0.0
2992,1978-10-23,19:41:00,"Gulf of Sivash, USSR",Aeroflot,6515,Antonov AN-24B,CCCP-46327,97305504,26.0,26.0,0.0
2993,1978-11-05,00:00:00,"Off Alexandria, Egypt",Nile Delta Air Services,NaN,Douglas DC-3,SU-AZM,NaN,18.0,18.0,0.0
2994,1978-11-15,23:30:00,"Near Katunayake, Sri Lanka",Loftleidir Icelandic Airlines,001,McDonnell Douglas DC-8-Super 63CF,TF-FLA,46020/415,262.0,183.0,0.0
2995,1978-11-18,00:00:00,"Off Marie Galante Island, West Indies",Air Guadeloupe,NaN,de Havilland Canada DHC-6 Twin Otter 300,F-OGHD,469,20.0,15.0,0.0
2996,1978-11-19,11:00:00,"Near Leh, India",Military - Indian Air Force,NaN,Antonov An-12,NaN,NaN,77.0,77.0,1.0
2997,1978-11-21,00:00:00,"Near Rubio, Venezuela",Aereo el Venado,NaN,Douglas C-47A,HK-1393,19053,27.0,27.0,0.0
2998,1978-11-25,15:55:00,"Hydaburg, Alaska",Tyee Airlines,NaN,de Havilland DHC-2,N37906,0600,5.0,5.0,0.0
2999,1978-12-04,19:45:00,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,217,de Havilland Canada DHC-6 Twin Otter 300,N25RM,387,22.0,2.0,0.0
3000,1978-12-16,00:00:00,"Selvapiana, Italy",Air 70,NaN,Cessna 421 Golden Eagle,I-ASON,NaN,10.0,10.0,0.0
3001,1978-12-17,00:00:00,"Hyderabad, India",Indian Airlines,NaN,Boeing B-737-2A8,VT-EAL,20485/277,132.0,1.0,3.0
3002,1978-12-23,00:39:00,"Off Cinisi, Sicily, Italy",Alitalia,4128,McDonnell Douglas DC-9-32,I-DIKQ,47227/334,129.0,108.0,0.0
3003,1978-12-28,18:15:00,"Portland, Oregon",United Air Lines,173,McDonnell Douglas DC-8-61,N8082U,45972/357,189.0,10.0,0.0
3004,1979-01-15,13:05:00,"Minsk, Russia",Aeroflot,7502,Antonov AN-24N,CCCP46807,67302207,13.0,13.0,0.0
3005,1979-01-24,19:40:00,"Bechar, Algeria",Air Algerie,NaN,Nord 262A-44,7T-VSU,19,23.0,14.0,0.0
3006,1979-01-27,17:26:00,"Rodez, France",Air Rouergue,NaN,Fokker F-27 Friendship 500,F-BYAH,10570,6.0,5.0,0.0
3007,1979-01-30,00:00:00,"125 miles ENE of Tokyo, Japan",Varig,NaN,Boeing B-707-326C,PP-VLU,19235/519,6.0,6.0,0.0
3008,1979-02-08,00:00:00,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,NaN,Embraer 110C Bandeirante,PP-SBB,100-010,18.0,18.0,0.0
3009,1979-02-12,17:00:00,"Near Kariba, Rhodesia",Air Rhodesia,NaN,Vickers Viscount 748D,VP-YND,101,59.0,59.0,0.0
3010,1979-02-12,13:00:00,"Clarksburg, West Virginia",Allegheny Airlines,561,Nord 262,N29824,48,25.0,2.0,0.0
3011,1979-02-17,13:05:00,"Manakau Harbor, New Zealand",Air New Zealand,NaN,Fokker F-27 Friendship 500,ZK-NFC,10456,4.0,2.0,0.0
3012,1979-02-19,00:00:00,"Barentu, Ethiopia",Ethiopian Airlines,NaN,Douglas DC-3,ET-AFW,16681/33429,5.0,5.0,0.0
3013,1979-03-01,15:04:00,"Gulfport, Mississippi",Universal Airways,NaN,Beech BE-70,N777AE,LB-034,8.0,8.0,0.0
3014,1979-03-10,17:52:00,"Off Marina del Rey, California",Swift Aire Lines Inc.,235,Aerospatiale Nord 262A-33,N418SA,41,7.0,3.0,0.0
3015,1979-03-14,08:52:00,"Bejing, China",CAAC,NaN,Hawker Siddeley Trident 2E,B-274,2172,12.0,12.0,32.0
3016,1979-03-14,23:40:00,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,600,Boeing B-727-2D3,JY-ADU,20886/1061,64.0,45.0,0.0
3017,1979-03-17,19:44:00,"Near Moscow, Russia",Aeroflot,1691,Tupolev TU-104B,CCCP-42444,921001,119.0,58.0,0.0
3018,1979-03-26,00:00:00,"Luanda, Angola",Interflug,NaN,Ilyushin IL-18D,DM-STL,186009402,10.0,10.0,0.0
3019,1979-03-29,00:00:00,"Ste. Foy, PQ, Canada",Quebecair,255,Fairchild F-27,CF-QBL,0047,24.0,17.0,0.0
3020,1979-04-14,00:00:00,"Off Avalon, California",Catalina Airlines,NaN,Grumman G-21 Goose,N11CS,1166,11.0,1.0,0.0
3021,1979-04-18,18:23:00,"Newark, New Jersey",New York Airways,NaN,Sikorsky S61-L,N618PA,61426,18.0,3.0,0.0
3022,1979-04-23,00:00:00,"Near Cuenca, Ecuador",SAETA,NaN,Vickers Viscount 785D,HC-AVP,329,57.0,57.0,0.0
3023,1979-05-25,20:40:00,"Bullen Point, Alaska",Sea Airmotive,NaN,de Havilland Canada DHC-4A Caribou,N581PA,253,3.0,3.0,0.0
3024,1979-05-25,15:04:00,"Chicago O'Hare, Illinois",American Airlines,191,McDonnell Douglas DC-10-10,N110AA,46510/22,271.0,271.0,2.0
3025,1979-05-27,00:00:00,"Off Dakar, Senegal",Military - Mauritanian Air Force,NaN,de Havilland Canada DHC-5D Buffalo,5T-MAX,088,12.0,12.0,0.0
3026,1979-05-30,20:55:00,"Rockland, Maine",Downeast Airlines,46,de Havilland DHC-6-200,N68DE,229,18.0,17.0,0.0
3027,1979-06-07,11:00:00,"Near Leh, India",Military - Indian Air Force,NaN,Hindustan Aeronautics 748-2M,H2178,572,27.0,27.0,0.0
3028,1979-06-17,22:48:00,"Hyannis, Massachusetts",Air New England,248,de Havilland Canada DHC-6 Twin Otter 300,N383EX,245,10.0,1.0,0.0
3029,1979-07-11,19:00:00,"Near Medan Airfield, Indonesia",Garuda Indonesia Airlines,NaN,Fokker F-28 Fellowship 1000,PK-GVE,11055,61.0,61.0,0.0
3030,1979-07-12,10:20:00,"Bua, Fiji",Fiji Air Services,NaN,Britten Norman BN-2A Trislander,DQ-FBO,195,9.0,9.0,0.0
3031,1979-07-12,09:32:00,"Anchorage, Alaska",Soldotna Air Services,NaN,Cessna 402B,N402TH,402B1034,7.0,7.0,0.0
3032,1979-07-23,00:00:00,"Beirut, Lebanon",Trans Mediterranean Airways,NaN,Boeing 707-327C,OD-AFX,19107/507,6.0,6.0,0.0
3033,1979-07-24,09:22:00,"St. Croix, Virgin Islands",Prinair,610,de Havilland DH-114 Heron,N575PR,14125,21.0,8.0,0.0
3034,1979-07-31,16:01:00,"Off Sumburgh, Shetlands, Scotland",Dan Air Services,NaN,Hawker Siddeley HS-748-1,G-BEKF,1542,47.0,17.0,0.0
3035,1979-08-02,00:00:00,"Canton, Ohio",Private,NaN,Cessna  501 Citation,N15NY,0110,3.0,1.0,0.0
3036,1979-08-03,00:00:00,"Leningrad, USSR",Aeroflot,NaN,LET 410M turbojet,CCCP-67206,760509,14.0,14.0,0.0
3037,1979-08-04,00:00:00,"Near Panvel, India",Indian Airlines,NaN,Hindustan Aeronautics 748 2-224,VT-DXJ,515,45.0,45.0,0.0
3038,1979-08-11,13:35:00,"Near Volgograd, Russia",Aeroflot / Aeroflot,7880/7628,Tupolev TU-134A / Tupolev Tu-134A,65735/65816,2351516 / 05040,178.0,178.0,0.0
3039,1979-08-24,00:00:00,"Near Enisseysk, USSR",Aeroflot,NaN,Antonov AN-12,CCCP-12963,9346407,16.0,11.0,0.0
3040,1979-08-29,00:26:00,"Near Kirsanov, Russia",Aeroflot,NaN,Tupolev TU-124,CCCP-45038,3351003,63.0,63.0,0.0
3041,1979-09-03,01:01:00,"Andema, Russia",Aeroflot,A-513,Antonov AN-24,CCCP-46269,77303602,44.0,40.0,0.0
3042,1979-09-11,00:00:00,"Off Taipei, Taiwan",China Airlines (Taiwan),NaN,Boeing 707-324C,B-1834,18887/431,6.0,6.0,0.0
3043,1979-09-14,20:47:00,"Near Klamath Falls, Oregon",Butler Aviation Inc.,-,Douglas DC-7,N455SW,44287,12.0,12.0,0.0
3044,1979-09-14,00:07:00,"Near Sarroch,  Italy",Aero Transporti Italiani,NaN,McDonnell Douglas DC-9-32,I-ATJC,47667/776,31.0,31.0,0.0
3045,1979-09-18,00:00:00,"Blink Horn Point, Canada",Pacific Coastal Airlines,NaN,Britten Norman BN-7A lslander,C-FZVV,238,9.0,4.0,0.0
3046,1979-09-19,00:00:00,"Merced, California",Military - U.S. Air Force,NaN,Boeing KC-135A,58-0127,17872/342,5.0,5.0,0.0
3047,1979-09-30,13:00:00,"Porpoise Bay, British Columbia Canada",West Coast Air,NaN,de Havilland Canada DHC-6 Twin Otter 200,C-FWAF,122,16.0,2.0,0.0
3048,1979-10-07,22:15:00,"Athens, Greece",Swissair,SR316,McDonnell Douglas DC-8-62,HB-IDE,45919/312,156.0,14.0,0.0
3049,1979-10-08,10:08:00,"Covington, Kentucky",Comair,NaN,Piper PA-31,N6642L,31-580,8.0,8.0,0.0
3050,1979-10-27,07:15:00,"Lensk, Russia",Aeroflot,NaN,Antonov An-2TP,CCCP-32322,1G97-34,12.0,3.0,0.0
3051,1979-10-31,05:42:00,"Mexico City, Mexico",Western Airlines,2605,McDonnell Douglas DC-10-10,N903WA,46929/107,88.0,72.0,1.0
3052,1979-11-15,12:00:00,"Near Chicago, Illinois",American Airlines,444,Boeing B-727,NaN,NaN,78.0,0.0,0.0
3053,1979-11-16,18:40:00,"Vologda, Russia",Aeroflot,NaN,Yakovlev YAK-40,CCCP-87454,9431136,5.0,3.0,0.0
3054,1979-11-18,04:56:00,"Granger, Utah",Transamerica Airlines,NaN,Lockheed L-188CF Electra,N859U,2016,3.0,3.0,0.0
3055,1979-11-26,02:03:00,"Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,740,Boeing B-707-340C,AP-AWZ,20275/844,156.0,156.0,0.0
3056,1979-11-28,12:49:00,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",Air New Zealand,901,McDonnell Douglas DC-10-30,ZK-NZP,46910/182,257.0,257.0,0.0
3057,1979-11-30,00:00:00,"San Andres Island, Colombia",Aerolineas La Gaviola,NaN,Grumman G-21 Goose,HK-2059,1019,9.0,9.0,0.0
3058,1979-12-09,00:00:00,"Cherskiy, Russia",Aeroflot,NaN,Antonov AN-26,CCCP-26547,2810,7.0,7.0,0.0
3059,1979-12-12,00:00:00,"Apolo, Bolivia",CAMBA,NaN,Martin 404,CP-1440,14114,11.0,10.0,0.0
3060,1979-12-18,00:00:00,"Cerro Toledo Mountain, Colombia",SATENA,NaN,Douglas DC-4 (C-54),FAC-1106,10853,21.0,21.0,0.0
3061,1979-12-22,14:00:00,"Near Puerto Esperanza, Peru",Fuerza Aérea del Peru,NaN,de Havilland Canada DHC-5 Buffalo,FAP-348,55,29.0,29.0,0.0
3062,1979-12-23,00:00:00,"Ankara, Turkey",Turkish Airlines (THY),NaN,Fokker F-28 Fellowship 1000,TC-JAT,11071,45.0,41.0,0.0
3063,1979-12-23,00:00:00,"Menari, Papua New Guinea",Douglas Airways,NaN,GAF Nomad 22B,P2-DNL,039,16.0,16.0,0.0
3064,1980-01-02,00:00:00,Haiti,Haïti Air Inter,NaN,Britten Norman BN Islander,HH-CNC,474,9.0,9.0,0.0
3065,1980-01-11,01:23:00,Over the Atlantic Ocean,Private charter,NaN,Cessna 441 Conquest,N442NC,NaN,2.0,2.0,0.0
3066,1980-01-14,14:00:00,"Shungnak, Alaska",Ambler Air Service,NaN,Cessna 185A,N1690Z,185-0490,9.0,7.0,0.0
3067,1980-01-21,19:10:00,"Elburz Mtns., near Tehran, Iran",Iran Air,291,Boeing B-727-86,EP-IRD,19817/537,128.0,128.0,0.0
3068,1980-01-23,00:00:00,"Mt. Cemonyet,  Indonesia",Pelita Air Service,NaN,CASA 212 Aviocar 100,PK-PCX,45/3N,13.0,13.0,0.0
3069,1980-01-24,06:20:00,"Near Mandalay, Burma",Military - Union of Burma Air Force,NaN,Fairchild FH-227H,5003,545,44.0,43.0,0.0
3070,1980-02-03,00:00:00,"Baracoa, Cuba",Cubana de Aviacon,NaN,Yakovlev YAK-40,CU-T1219,9840959,37.0,1.0,0.0
3071,1980-02-21,08:50:00,"Leeville, Louisiana",Rotor Airs Inc - Air Taxi,NaN,Sikorsky S-62A,N442Y,62033,7.0,6.0,0.0
3072,1980-02-21,19:09:00,"Sydney, NSW, Australia",Advance Airlines,NaN,Beechcraft Super King Air 200,VH-AAV,BB-0245,13.0,13.0,0.0
3073,1980-02-22,00:00:00,"Near Agra, India",Military - Indian Air Force,NaN,Fairchild C-119G,NaN,NaN,47.0,46.0,1.0
3074,1980-02-27,06:00:00,"Manila, Philippines",China Airlines (Taiwan),NaN,Boeing B-707-309C,B-1826,20262/830,135.0,2.0,0.0
3075,1980-03-14,11:00:00,"Near Warsaw, Poland",LOT Polish Airlines,007,Ilyushin IL-62,SP-LAA,11004,87.0,87.0,0.0
3076,1980-03-14,15:00:00,"Near Yenice, Turkey",Military - U.S. Air Force,NaN,Lockheed C-130H,74-2064,4659,18.0,18.0,0.0
3077,1980-03-21,19:49:00,"Houston, Texas",Eagle Commuter,NaN,Piper PA-28-180,N55932,28-7305503,10.0,7.0,0.0
3078,1980-03-21,00:00:00,"Off Macae, Brazil",VOTEC,NaN,Sikorsky S-76,PT-HKB,760008,14.0,14.0,0.0
3079,1980-04-12,20:40:00,"Florianopolis, Brazil",Transbrasil,303,Boeing B-727-27C,PT-TYS,19111/297,58.0,55.0,0.0
3080,1980-04-14,20:05:00,"Krasnoyarsk, Russia",Aeroflot,151,Antonov An-24B,CCCP-47732,69900905,53.0,2.0,0.0
3081,1980-04-24,00:00:00,"Posht-i-Badam, Iran",Military - U.S. Air Force,NaN,Lockheed EC-130E Hercules,62-1809,3770,7.0,5.0,0.0
3082,1980-04-25,13:21:00,"Tenerife, Canary Islands",Dan Air Services,1008,Boeing B-727-64,G-BDAN,19279/288,146.0,146.0,0.0
3083,1980-04-27,06:55:00,"Don Muang, Thailand",Thai Airways,231,Hawker Siddeley HS-748-2,HS-THB,1568,53.0,44.0,0.0
3084,1980-06-02,00:00:00,"Near Yachiba, Bolivia",Lloyd Aereo Boliviano,NaN,Fairchild F-27J,CP-1117,0118,13.0,13.0,0.0
3085,1980-06-08,15:32:00,"Near Matala, Angola",Lineas Aereas de Angola,NaN,Yakovlev YAK-40,D2-TYC,9721753,29.0,29.0,0.0
3086,1980-06-12,13:44:00,"Near Dushanbe, Russia",Aeroflot,NaN,Yakovlev YAK-40,CCCP-87689,9910403,29.0,29.0,0.0
3087,1980-06-12,15:46:00,"Valley, Nebraska",Air Wisconsin,965,Swearingen 226TC Metro II,N6505,TC-228,15.0,13.0,0.0
3088,1980-06-27,20:59:00,"Tyrrhenian Sea,  off Ustica, Italy",Itavia,870,McDonnell Douglas DC-9-15,I-TIGI,45724/22,81.0,81.0,0.0
3089,1980-07-08,00:39:00,"Near Alma-Ata, Kazakhstan, USSR",Aeroflot,4225,Tupolev TU-154B,CCCP-85355,355,166.0,166.0,0.0
3090,1980-08-01,00:00:00,"Cerro Lilio, Mexico",Aeronaves del Peru,NaN,Douglas DC-8-43F,OB-R-1143,45598/57,7.0,3.0,0.0
3091,1980-08-06,17:40:00,"Houma, Louisiana",Air Logistics,NaN,Bell 205A-1 helicopter,N95AL,30203,13.0,13.0,0.0
3092,1980-08-07,03:00:00,"Nouadhibou, Mauretania",Tarom,NaN,Tupolev TU-154B-1,YR-TPH,277,168.0,1.0,0.0
3093,1980-08-19,19:08:00,"Riyadh, Saudi Arabia",Saudi Arabian Airlines,163,Lockheed 1011-200 TriStar,HZ-AHK,1169,301.0,301.0,0.0
3094,1980-08-26,06:29:00,"Near Jakarta, Indonesia",Bouraq Indonesia Airlines,NaN,Vickers Viscount 812,PK-IVS,353,37.0,37.0,0.0
3095,1980-09-05,00:00:00,"Near Montelimar, France",Military - Kuwait Air Force,NaN,Lockheed L-100-20 Hercules,KAF317,4350,8.0,8.0,0.0
3096,1980-09-10,00:00:00,"Puerto Olaya, Colombia",Aeronorte Colombia,NaN,Douglas C-47,HK-329,4404,3.0,3.0,0.0
3097,1980-09-12,20:58:00,"Off Freeport, Bahamas",Florida Commuter Airlines,NaN,Douglas DC-3,N75KW,4861,34.0,34.0,0.0
3098,1980-09-14,00:00:00,"Kindu, Zaire",Military - Force Aérienne Zaïroise,NaN,Lockheed Hercules C-130,9T-TCE,4569,36.0,36.0,0.0
3099,1980-09-15,00:05:00,"Near Medina, Saudi Arabia",Military - Royal Saudi Air Force,RSAF453,Lockheed C-130E,453,4128,89.0,89.0,0.0
3100,1980-09-17,00:00:00,"Near Kindu, Zaire",Military - Zairean Air Force,NaN,de Havilland DHC-5 Buffalo,9T-CBA,60,36.0,36.0,0.0
3101,1980-09-30,00:00:00,"Badakshan, Afghanistan",Military - Soviet Air Force,NaN,Antonov AN-12V,CCCP-11104,1347710,45.0,45.0,0.0
3102,1980-11-12,23:53:00,"Near Cairo, Egypt",Military - U.S. Air Force,NaN,Lockheed C-141A,67-0030,6281,13.0,13.0,0.0
3103,1980-11-19,07:25:00,"Seoul, South Korea",Korean Airlines,NaN,Boeing B-747-2B5B,HL-7445,21773/366,226.0,15.0,0.0
3104,1980-11-24,00:00:00,"Near Medellin, Colombia",F.R. de la Direccion General de Ados,NaN,Douglas C-47A-35-DL,HK-1221G,9703,20.0,20.0,0.0
3105,1980-11-28,21:35:00,"Pecos City, Texas",Central Air Services,NaN,Douglas DC-7B,N816D,45085/714,2.0,2.0,0.0
3106,1980-12-05,00:00:00,"Dar es Salaam, Tanzania",Tanzania Aviation,NaN,Piper PA-42 Cheyenne,5H-TAL,31-7652016,10.0,10.0,0.0
3107,1980-12-21,14:23:00,"Near Rio Hacha, Colombia",Transportes Aereos del Caribe,NaN,Aerospatiale Caravelle 6R,HK-1810,165,70.0,70.0,0.0
3108,1980-12-23,23:12:00,"Qatar, Qatar",Saudi Arabian Airlines,NaN,Lockheed L-1011-200,HZ-AHJ,1161,291.0,2.0,0.0
3109,1981-01-14,09:20:00,"Ramstein AFB, West Germany",Military - U.S. Air Force,NaN,Lockheed C-130E Hercules,69-6581,4357,11.0,11.0,0.0
3110,1981-01-20,11:27:00,"Spokane, Washington",Cascade Airways,201,Beechcraft 99A,N390CA,U-101,9.0,7.0,0.0
3111,1981-02-07,18:00:00,"Near Leningrad, Russia",Military - Soviet Navy,NaN,Tupolev TU-104A,CCCP-42332,7660402,52.0,52.0,0.0
3112,1981-02-11,18:40:00,"White Plains, New York",Private - Corporate,NaN,Lockheed 1339,N520S,NaN,8.0,8.0,0.0
3113,1981-02-22,11:20:00,"Avalon, California",Helicopter - Air Taxi,NaN,Sikorsky S-62A,N324Y,62012,8.0,2.0,0.0
3114,1981-02-24,00:00:00,"Belem, Brazil",VOTEC,NaN,Embraer 110P Bandeirante,PT-GLB,110-144,14.0,11.0,0.0
3115,1981-02-26,05:25:00,Off Tabones Island  Philippines,Military - U.S. Air Force,NaN,Lockheed MC-130E-Y,64-0564,4074,24.0,23.0,0.0
3116,1981-03-10,05:00:00,"Moroni, Comoro Islands",Military - French Naval Aviation,NaN,Dassault-Breguet Atlantique,29,29,18.0,18.0,0.0
3117,1981-03-15,02:45:00,"Shemya AFB, Alaska",Military - U.S. Air Force,NaN,Boeing RC-135S,61-2664,18340,24.0,6.0,0.0
3118,1981-03-26,00:00:00,"Redzikowo, Poland",LOT Polish Airlines,NaN,Antonov AN-24B,SP-LTU,07306007,52.0,1.0,0.0
3119,1981-04-06,00:00:00,"Laguna Soliz, Bolivia",Urcupina,NaN,Douglas C-47A,CP-1470,19395,7.0,7.0,0.0
3120,1981-04-07,11:36:00,"Cincinnati, Ohio",Freedom International,NaN,Learjet 23,N400PG,23-068,2.0,1.0,0.0
3121,1981-04-17,16:01:00,"Loveland, Colorado",Air US / Private,716 / -,Hadley Page 137Jetstream I / Cessna 206,N11360 / N4862F,238,19.0,15.0,0.0
3122,1981-04-28,07:45:00,"Pekanbaru, Indonesia",Private - Airfast Indonesia,NaN,Douglas C-47A-5-DK,PK-OBK,12209,17.0,15.0,0.0
3123,1981-04-28,12:31:00,"Batagay, Russia",Aeroflot,NaN,Antonov An-2TP,CCCP-92864,1G53-16,12.0,12.0,0.0
3124,1981-05-06,10:50:00,"Near Fredrick, Maryland",Military - U.S. Air Force,NaN,Boeing EC-135N,61-0328,18235,21.0,21.0,0.0
3125,1981-05-07,10:53:00,"Rio de la Plata, Argentina",Austral Lineas Aeras (Argentina),901,BAC One-Eleven 529FR,LV-LOX,212,31.0,31.0,0.0
3126,1981-05-16,00:00:00,"Near Menongue, Angola",TAAG Angola Airlines,NaN,Lockheed L-100-20 Hercules,D2-EAS,4830,4.0,4.0,0.0
3127,1981-05-21,00:00:00,"Pinarete Mountain, Mexico",Lineas Aereas,NaN,Convair CV-440-11,XA-KEH,327,24.0,24.0,0.0
3128,1981-05-22,15:00:00,"Near Zumba, Ecuador",TAME,NaN,de Havilland Canada DHC-6 Twin Otter 300,HC-BAX,457,18.0,18.0,0.0
3129,1981-05-29,00:00:00,"Cairo, Egypt",Military - Egyptian Air Force,NaN,Lockheed C-130H Hercules,SU-BAH,4792,17.0,17.0,0.0
3130,1981-06-14,16:22:00,"Ust-Barguzin, Russia",Aeroflot,498,Ilyushin Il-14,CCCP-41838,147001141,48.0,48.0,0.0
3131,1981-06-26,18:11:00,"Nailstone, England",Dan Air Services,NaN,Hawker Siddeley HS-748,G-ASPL,1560,3.0,3.0,0.0
3132,1981-07-18,15:44:00,"Near Yerevan, Armenia",TAR,NaN,Canadair CL-44D4-6,LV-JTN,34,4.0,4.0,0.0
3133,1981-07-20,00:00:00,"Mogadishu, Somalia",Somali Airlines,NaN,Fokker F-27 Friendship 600RF,6O-SAY,10557,50.0,50.0,0.0
3134,1981-07-24,00:00:00,Madagascar,Air Madagascar,112,de Havilland Canada DHC-6 Twin Otter 300,5R-MGB,327,19.0,19.0,0.0
3135,1981-07-25,00:00:00,"Caruru, Colombia",Transamazonica,NaN,Douglas C-53D-DO,HK- 772,11743,9.0,5.0,0.0
3136,1981-07-27,00:00:00,"Chihuahua, Mexico",Aeromexico,230,McDonnell Douglas DC-9-32,XA-DEN,47621/729,66.0,32.0,0.0
3137,1981-08-22,10:00:00,"Near Sanyi, Miao-li, Taiwan",Far Eastern Air Transport,103,Boeing B-737-222,B-2603,19939/151,110.0,110.0,0.0
3138,1981-08-24,09:21:00,"Near Zavitinsk, Russia",Aeroflot / Military - Russian Air Force,811,Antonov AN-24RV / Soviet Air Force TU-16,CCCP-46653,47309204,32.0,31.0,0.0
3139,1981-08-27,15:45:00,"Mt. Elena, Colombia",Aeropesca Colombia,NaN,Vickers Viscount 745D,HK-1320,112,50.0,50.0,0.0
3140,1981-08-29,20:30:00,"Zeya, Russia",Aeroflot,674,Yakovlev YAK-40,CCCP-87346,9511539,34.0,3.0,0.0
3141,1981-09-02,00:00:00,"Paipa, Colombia",Aereo el Venado,NaN,Embraer 110P1 Bandeirante,HK-2651,110206,22.0,21.0,0.0
3142,1981-09-18,07:13:00,"Zeleznogorsk, Russian",Aeroflot /Military - Russian,V-652,Yakovlev YAK-40 / Mil Mi-8,CCCP-87455,9431236,40.0,40.0,0.0
3143,1981-09-21,00:00:00,"Nellis AFB, Nevada",Military - U.S. Air Force,USAF672,Lockheed C-130H Hercules,74-1672,4623,70.0,7.0,0.0
3144,1981-09-22,12:00:00,"Near Babaeski, Turkey",Military - Turkish Air Force,NaN,Northrop F-5A,NaN,NaN,0.0,0.0,40.0
